GENE	CHR	START	END
NFIA	chr1	61330931	61928460
TM2D1	chr1	62139308	62191095
PATJ	chr1	62208149	62644347
L1TD1	chr1	62659929	62700732
KANK4	chr1	62701837	62785105
USP1	chr1	62901712	62917475
DOCK7	chr1	62919969	63154135
ANGPTL3	chr1	63063135	63072867
AL138847.1	chr1	63073437	63075249
ATG4C	chr1	63249492	63331670
ITGB3BP	chr1	63786555	64059392
FOXD3	chr1	63788238	63790799
ALG6	chr1	63833246	63904224
EFCAB7	chr1	63989043	64038364
PGM1	chr1	64058912	64125916
ROR1	chr1	64239688	64647181
UBE2U	chr1	64669306	64733051
CACHD1	chr1	64935448	65158741
RAVER2	chr1	65210544	65298916
JAK1	chr1	65298906	65533437
AK4	chr1	65612585	65697828
DNAJC6	chr1	65713902	65881554
LEPROT	chr1	65886270	65901690
LEPR	chr1	65886335	66107242
PDE4B	chr1	66258197	66840262
SGIP1	chr1	66998950	67216822
DYNLT5	chr1	67217424	67244734
INSL5	chr1	67263423	67266959
DNAI4	chr1	67278568	67390573
MIER1	chr1	67390578	67454302
SLC35D1	chr1	67465033	67519842
C1orf141	chr1	67557848	67697536
IL23R	chr1	67604590	67725662
IL12RB2	chr1	67773047	67864407
SERBP1	chr1	67873493	67896098
GADD45A	chr1	68150884	68154017
GNG12	chr1	68167149	68299159
DIRAS3	chr1	68511569	68517400
WLS	chr1	68564156	68698803
RPE65	chr1	68894505	68916786
DEPDC1	chr1	68939835	68962913
LRRC7	chr1	70033605	70617628
LRRC40	chr1	70609094	70671322
SRSF11	chr1	70671353	70718735
ANKRD13C	chr1	70724682	70820417
CTH	chr1	70871877	70908454
PTGER3	chr1	71318036	71513499
ZRANB2	chr1	71528934	71546972
NEGR1	chr1	71861626	72748222
LRRIQ3	chr1	74491699	74663871
FPGT-TNNI3K	chr1	74663919	75010077
FPGT	chr1	74663922	74699770
TNNI3K	chr1	74700969	75010116
LRRC53	chr1	74935060	74978295
ERICH3	chr1	75033801	75139476
CRYZ	chr1	75167172	75198788
TYW3	chr1	75198836	75233239
LHX8	chr1	75594119	75627218
SLC44A5	chr1	75667814	76076799
ACADM	chr1	76190116	76253260
RABGGTB	chr1	76251873	76260771
MSH4	chr1	76262567	76378927
ASB17	chr1	76384558	76398089
ST6GALNAC3	chr1	76540431	77100288
ST6GALNAC5	chr1	77333132	77533231
PIGK	chr1	77554672	77685193
AK5	chr1	77747704	78025651
ZZZ3	chr1	78028101	78149107
USP33	chr1	78160410	78225569
MIGA1	chr1	78245309	78345225
NEXN	chr1	78354165	78409580
FUBP1	chr1	78409740	78445211
DNAJB4	chr1	78444754	78484213
GIPC2	chr1	78445226	78604132
PTGFR	chr1	78769568	79006386
IFI44L	chr1	79085587	79111830
IFI44	chr1	79112763	79130097
ADGRL4	chr1	79355449	79747809
ADGRL2	chr1	81771797	82459624
TTLL7	chr1	84330707	84464847
PRKACB	chr1	84543745	84704181
SAMD13	chr1	84764049	84855640
DNASE2B	chr1	84864167	84880701
RPF1	chr1	84944940	84964035
GNG5	chr1	84963967	84972920
SPATA1	chr1	84971983	85033062
CTBS	chr1	85015294	85040163
SSX2IP	chr1	85109389	85156638
LPAR3	chr1	85277284	85359223
MCOLN2	chr1	85391266	85462798
DNAI3	chr1	85464830	85598821
MCOLN3	chr1	85483765	85514362
SYDE2	chr1	85622534	85667407
C1orf52	chr1	85715636	85725355
BCL10	chr1	85731459	85742315
DDAH1	chr1	85784164	86044046
CCN1	chr1	86046439	86050272
ZNHIT6	chr1	86115100	86174116
COL24A1	chr1	86194916	86622626
ODF2L	chr1	86812507	86862025
CLCA2	chr1	86889854	86922236
CLCA1	chr1	86934051	86967083
CLCA4	chr1	87012759	87046441
SH3GLB1	chr1	87170203	87213867
SELENOF	chr1	87328128	87380107
HS2ST1	chr1	87380318	87575665
ENSG00000267561	chr1	87458692	87634887
LMO4	chr1	87794111	87814606
PKN2	chr1	89149905	89301938
GTF2B	chr1	89318316	89357627
KYAT3	chr1	89401456	89458636
RBMXL1	chr1	89445139	89458643
GBP3	chr1	89472349	89488577
GBP1	chr1	89517188	89538452
GBP2	chr1	89571815	89616139
GBP7	chr1	89597425	89641745
GBP4	chr1	89646827	89664625
GBP5	chr1	89721872	89738573
GBP6	chr1	89829454	89853719
LRRC8B	chr1	89990388	90063420
ENSG00000288629	chr1	90045151	90045213
LRRC8C	chr1	90098266	90235462
ENSG00000271949	chr1	90098699	90398809
LRRC8D	chr1	90286537	90402170
ZNF326	chr1	90460669	90501092
BARHL2	chr1	91177096	91182859
ZNF644	chr1	91380855	91487933
HFM1	chr1	91726323	91870413
CDC7	chr1	91966092	91992917
TGFBR3	chr1	92145900	92371892
BRDT	chr1	92414900	92479983
EPHX4	chr1	92495032	92529095
SETSIP	chr1	92540090	92540968
BTBD8	chr1	92545862	92650282
C1orf146	chr1	92683472	92711370
GLMN	chr1	92711345	92764566
RPAP2	chr1	92764585	92867613
GFI1	chr1	92937917	92952482
EVI5	chr1	92974253	93257973
RPL5	chr1	93297547	93307481
DIPK1A	chr1	93298294	93427079
MTF2	chr1	93544792	93604636
TMED5	chr1	93615299	93646073
CCDC18	chr1	93645452	93744605
DR1	chr1	93811464	93835050
FNBP1L	chr1	93913612	94020218
BCAR3	chr1	94027298	94313044
DNTTIP2	chr1	94331840	94345474
GCLM	chr1	94350755	94375069
ABCA4	chr1	94458390	94586704
ARHGAP29	chr1	94614544	94740624
ABCD3	chr1	94883798	94984222
F3	chr1	94994729	95007407
SLC44A3	chr1	95285834	95360802
CNN3	chr1	95362505	95393252
ALG14	chr1	95439961	95538507
TLCD4	chr1	95582848	95663163
TLCD4-RWDD3	chr1	95583479	95712781
RWDD3	chr1	95699745	95713241
PTBP2	chr1	97187129	97289294
DPYD	chr1	97543299	98460556
SNX7	chr1	99127228	99226060
PLPPR5	chr1	99355801	99693485
PLPPR4	chr1	99729848	99775146
PALMD	chr1	100111055	100160734
FRRS1	chr1	100169526	100232191
AGL	chr1	100315333	100389580
SLC35A3	chr1	100434907	100501190
ENSG00000283761	chr1	100435567	100548877
MFSD14A	chr1	100503632	100549501
SASS6	chr1	100549119	100598511
TRMT13	chr1	100598601	100616052
LRRC39	chr1	100613980	100643823
DBT	chr1	100647778	100715429
RTCA	chr1	100731716	100758325
CDC14A	chr1	100791185	100985833
GPR88	chr1	101003695	101007577
VCAM1	chr1	101185240	101204601
EXTL2	chr1	101337928	101361556
SLC30A7	chr1	101361617	101461816
DPH5	chr1	101455179	101491666
AC093157.1	chr1	101455761	101457653
S1PR1	chr1	101700922	101709269
OLFM3	chr1	102268116	102462576
COL11A1	chr1	103342023	103574428
RNPC3	chr1	104068297	104097861
AMY2B	chr1	104096437	104122156
AMY2A	chr1	104160049	104168402
AMY1A	chr1	104193214	104207251
AMY1B	chr1	104230037	104243686
AMY1C	chr1	104287748	104301348
PRMT6	chr1	107599296	107610258
NTNG1	chr1	107682629	108027545
VAV3	chr1	108113783	108507802
SLC25A24	chr1	108676665	108743471
NBPF4	chr1	108765086	108786703
NBPF6	chr1	108992904	109014542
EEIG2	chr1	109102658	109187522
HENMT1	chr1	109190907	109204148
PRPF38B	chr1	109234932	109245550
FNDC7	chr1	109255529	109288674
STXBP3	chr1	109289256	109352147
AKNAD1	chr1	109358520	109506106
GPSM2	chr1	109417972	109477167
CLCC1	chr1	109424507	109506149
WDR47	chr1	109512833	109584791
TAF13	chr1	109605118	109618634
TMEM167B	chr1	109632989	109639557
CFAP276	chr1	109648573	109656479
ELAPOR1	chr1	109655797	109749403
SARS1	chr1	109756466	109781395
CELSR2	chr1	109792161	109818373
PSRC1	chr1	109822167	109826729
MYBPHL	chr1	109834985	109849835
SORT1	chr1	109852190	109940589
PSMA5	chr1	109941664	109969093
SYPL2	chr1	110009164	110024756
ATXN7L2	chr1	110026101	110035434
CYB561D1	chr1	110036674	110045554
AMIGO1	chr1	110046800	110052360
GPR61	chr1	110082494	110091028
GNAI3	chr1	110091206	110142817
GNAT2	chr1	110144029	110162551
AMPD2	chr1	110158726	110174677
GSTM4	chr1	110198721	110208118
GSTM2	chr1	110209970	110252173
GSTM1	chr1	110229962	110251661
GSTM5	chr1	110254368	110318050
GSTM3	chr1	110276554	110283660
EPS8L3	chr1	110292700	110306684
CSF1	chr1	110452864	110473615
AHCYL1	chr1	110527387	110566364
STRIP1	chr1	110574199	110617263
ALX3	chr1	110602492	110613294
UBL4B	chr1	110655065	110656569
SLC6A17	chr1	110693116	110744824
KCNC4	chr1	110752936	110825722
RBM15	chr1	110881128	110889303
SLC16A4	chr1	110905470	110933704
LAMTOR5	chr1	110943871	110950564
PROK1	chr1	110993771	110999980
KCNA10	chr1	111059839	111061797
KCNA2	chr1	111062459	111174096
KCNA3	chr1	111196182	111217562
CD53	chr1	111413798	111442558
LRIF1	chr1	111489274	111506610
DRAM2	chr1	111658506	111682847
CEPT1	chr1	111682101	111728129
DENND2D	chr1	111728591	111747157
CHI3L2	chr1	111743393	111786062
CHIA	chr1	111833473	111863188
CIMAP3	chr1	111889222	111895635
OVGP1	chr1	111956941	111970357
WDR77	chr1	111982512	111991878
ATP5PB	chr1	111990733	112008563
C1orf162	chr1	112016414	112021134
TMIGD3	chr1	112025970	112106584
ADORA3	chr1	112042051	112046255
RAP1A	chr1	112084840	112259313
INKA2	chr1	112223252	112298446
DDX20	chr1	112297454	112318224
KCND3	chr1	112313284	112532290
CTTNBP2NL	chr1	112938824	113006078
WNT2B	chr1	113009163	113072787
ST7L	chr1	113066109	113163447
CAPZA1	chr1	113161795	113214238
MOV10	chr1	113215763	113245005
RHOC	chr1	113243749	113250467
ENSG00000271810	chr1	113245236	113254055
PPM1J	chr1	113252616	113257958
TAFA3	chr1	113261527	113269857
SLC16A1	chr1	113454469	113500215
LRIG2	chr1	113615801	113674882
MAGI3	chr1	113933123	114228545
PHTF1	chr1	114238674	114302530
RSBN1	chr1	114304454	114355098
PTPN22	chr1	114356433	114414375
BCL2L15	chr1	114419438	114430203
AP4B1	chr1	114436816	114448344
DCLRE1B	chr1	114447025	114456708
HIPK1	chr1	114471946	114520491
OLFML3	chr1	114521646	114578194
SYT6	chr1	114631913	114696502
TRIM33	chr1	114935403	115053865
BCAS2	chr1	115110173	115124269
DENND2C	chr1	115125469	115213072
AMPD1	chr1	115215711	115238239
NRAS	chr1	115247090	115259392
CSDE1	chr1	115259534	115301325
SIKE1	chr1	115312100	115323320
SYCP1	chr1	115397484	115537991
TSHB	chr1	115572447	115576923
TSPAN2	chr1	115590632	115632124
NGF	chr1	115828525	115881391
VANGL1	chr1	116184475	116240845
CASQ2	chr1	116240659	116380542
NHLH2	chr1	116378998	116386538
SLC22A15	chr1	116519098	116612675
MAB21L3	chr1	116654020	116680770
ATP1A1	chr1	116915290	116952883
AL136376.1	chr1	116915890	116926718
CD58	chr1	117057156	117113661
IGSF3	chr1	117117021	117210442
CD2	chr1	117296992	117311851
PTGFRN	chr1	117452516	117532980
CD101	chr1	117544343	117579174
TTF2	chr1	117602916	117650075
TRIM45	chr1	117653682	117665209
VTCN1	chr1	117686209	117753582
MAN1A2	chr1	117910071	118071494
TENT5C	chr1	118148670	118171011
GDAP2	chr1	118406107	118472285
WDR3	chr1	118471686	118509166
SPAG17	chr1	118496213	118727851
TBX15	chr1	119425669	119532179
WARS2	chr1	119572907	119683296
HAO2	chr1	119911350	119936881
HSD3B2	chr1	119956348	119965658
HSD3B1	chr1	120049821	120057677
ZNF697	chr1	120162000	120191077
PHGDH	chr1	120191034	120286850
HMGCS2	chr1	120290602	120311715
REG4	chr1	120336640	120354203
ADAM30	chr1	120436156	120439138
NOTCH2	chr1	120454176	120643366
FAM72B	chr1	120837756	120855681
PPIAL4G	chr1	143767144	143767881
FAM72D	chr1	143896448	143913172
NBPF8	chr1	144146808	144224481
AL592284.1	chr1	144339738	144521058
PPIAL4B	chr1	144363462	144364246
NBPF9	chr1	144811744	144830413
PDE4DIP	chr1	144836157	145076227
AL590452.1	chr1	144989309	144991365
SEC22B	chr1	145096408	145118353
NUDT4B	chr1	145136108	145139728
NOTCH2NLA	chr1	145209072	145292246
NOTCH2NLR	chr1	145209108	145283055
NOTCH2NLB	chr1	145209141	145291792
NOTCH2NLC	chr1	145209143	145289312
NBPF10	chr1	145209145	145357589
ENSG00000286185	chr1	145209145	145365380
NBPF19	chr1	145292518	145365380
HJV	chr1	145398250	145417545
TXNIP	chr1	145438489	145442635
POLR3GL	chr1	145456236	145470400
ENSG00000280778	chr1	145457276	145507835
ANKRD34A	chr1	145470515	145475647
LIX1L	chr1	145477069	145501670
RBM8A	chr1	145507026	145514027
ENSG00000289565	chr1	145508352	145517375
PEX11B	chr1	145516359	145523731
ITGA10	chr1	145524969	145543870
ANKRD35	chr1	145548987	145568526
PIAS3	chr1	145575233	145586547
NUDT17	chr1	145586114	145589465
POLR3C	chr1	145590347	145611154
RNF115	chr1	145611018	145696218
CD160	chr1	145694327	145715642
PDZK1	chr1	145726918	145764211
GPR89A	chr1	145764079	145827081
GPR89C	chr1	145883868	145924373
NBPF11	chr1	146032647	146082765
NBPF12	chr1	146373546	146467744
PRKAB2	chr1	146626685	146645295
FMO5	chr1	146646930	146714700
CHD1L	chr1	146714293	146767448
BCL9	chr1	147013271	147098017
ENSG00000288626	chr1	147083389	147083595
ACP6	chr1	147101453	147142653
GJA5	chr1	147228332	147245466
GJA8	chr1	147374921	147381396
GPR89B	chr1	147400506	147465824
NBPF24	chr1	147574428	147634886
BX842679.1	chr1	147631967	147632428
PPIAL4A	chr1	147954635	147955419
NBPF14	chr1	148003642	148025863
PPIAL4H	chr1	148201752	148202511
PPIAL4D	chr1	148201752	148202536
NBPF20	chr1	148250249	148347506
NBPF15	chr1	148555977	148596263
PPIAL4E	chr1	148644036	148644795
NBPF16	chr1	148739443	148758311
H3-7	chr1	149389123	149400553
FAM72C	chr1	149438750	149459549
PPIAL4C	chr1	149553003	149553787
AL358813.2	chr1	149675978	149676609
FCGR1A	chr1	149754206	149764082
H2BC18	chr1	149754245	149783928
H3C13	chr1	149784780	149785248
H4C14	chr1	149804221	149811339
H3C14	chr1	149812259	149812780
HIST2H2AA3	chr1	149813505	149814478
H2AC19	chr1	149822628	149823219
H3C15	chr1	149824170	149824687
H4C15	chr1	149825607	149832725
H2BC21	chr1	149856009	149858232
H2AC20	chr1	149858468	149858961
H2AC21	chr1	149859019	149859515
BOLA1	chr1	149859440	149872351
SV2A	chr1	149874870	149890124
SF3B4	chr1	149895209	149899695
MTMR11	chr1	149900543	149909416
OTUD7B	chr1	149909705	149982707
VPS45	chr1	150039336	150117507
PLEKHO1	chr1	150121373	150136916
ANP32E	chr1	150190717	150208550
CA14	chr1	150229646	150237478
APH1A	chr1	150237799	150241980
C1orf54	chr1	150240434	150254146
CIART	chr1	150254953	150259505
MRPS21	chr1	150266274	150281416
PRPF3	chr1	150293928	150325709
RPRD2	chr1	150335567	150449042
TARS2	chr1	150459801	150480089
ECM1	chr1	150480465	150486265
ADAMTSL4	chr1	150521845	150533413
AL356356.1	chr1	150521897	150524367
MCL1	chr1	150533371	150552214
ENSA	chr1	150573327	150602088
GOLPH3L	chr1	150618704	150669695
HORMAD1	chr1	150670536	150693371
CTSS	chr1	150702555	150738433
CTSK	chr1	150767356	150782053
ARNT	chr1	150781093	150849247
CTXND2	chr1	150859612	150885768
SETDB1	chr1	150898739	150937220
CERS2	chr1	150933059	150949872
ANXA9	chr1	150953797	150968553
MINDY1	chr1	150967601	150980852
PRUNE1	chr1	150980896	151008189
BNIPL	chr1	151008797	151020196
C1orf56	chr1	151020227	151024462
CDC42SE1	chr1	151023447	151042801
MLLT11	chr1	151030347	151042020
GABPB2	chr1	151042990	151098018
SEMA6C	chr1	151104161	151120289
TNFAIP8L2	chr1	151129097	151132731
SCNM1	chr1	151129140	151142772
LYSMD1	chr1	151132224	151138424
TMOD4	chr1	151142460	151148760
VPS72	chr1	151148780	151167797
PIP5K1A	chr1	151170425	151222014
PSMD4	chr1	151227185	151239955
ZNF687	chr1	151253978	151264656
PI4KB	chr1	151264268	151300870
RFX5	chr1	151313116	151319815
SELENBP1	chr1	151336778	151345192
PSMB4	chr1	151372032	151374417
POGZ	chr1	151375200	151431970
CGN	chr1	151482615	151511168
TUFT1	chr1	151512781	151556059
SNX27	chr1	151584482	151671567
CELF3	chr1	151672534	151689279
AL589765.1	chr1	151682909	151702070
RIIAD1	chr1	151682909	151702281
MRPL9	chr1	151732123	151735972
OAZ3	chr1	151735375	151743810
TDRKH	chr1	151742275	151763892
LINGO4	chr1	151772740	151777895
RORC	chr1	151778547	151804321
C2CD4D	chr1	151810294	151813033
THEM5	chr1	151819577	151826188
THEM4	chr1	151843342	151882113
S100A10	chr1	151955379	151966335
S100A11	chr1	152004980	152020383
TCHHL1	chr1	152056617	152061540
TCHH	chr1	152078793	152087920
RPTN	chr1	152126071	152131704
HRNR	chr1	152184552	152196669
FLG	chr1	152274641	152297715
FLG2	chr1	152321211	152332482
CRNN	chr1	152381719	152386739
LCE5A	chr1	152483279	152484653
CRCT1	chr1	152486958	152488484
LCE3E	chr1	152538130	152539256
LCE3D	chr1	152551857	152552992
LCE3C	chr1	152572710	152573562
LCE3B	chr1	152586287	152586574
LCE3A	chr1	152595310	152595579
LCE2D	chr1	152635856	152637135
LCE2C	chr1	152647755	152649045
LCE2B	chr1	152658599	152659873
LCE2A	chr1	152670821	152671918
LCE4A	chr1	152680636	152681910
KPLCE	chr1	152691998	152692946
KPRP	chr1	152730501	152734532
LCE1F	chr1	152747616	152749500
LCE1E	chr1	152758690	152760902
LCE1D	chr1	152769197	152770657
LCE1C	chr1	152777308	152779127
LCE1B	chr1	152784447	152785584
LCE1A	chr1	152799949	152800573
LCE6A	chr1	152815332	152816459
LCE7A	chr1	152832472	152833728
SMCP	chr1	152850798	152857523
IVL	chr1	152881022	152884362
SPRR5	chr1	152919682	152921731
SPRR4	chr1	152943124	152945050
SPRR1A	chr1	152956557	152958290
SPRR3	chr1	152974223	152976332
SPRR1B	chr1	153003679	153005376
SPRR2D	chr1	153012208	153014407
SPRR2A	chr1	153028596	153029988
SPRR2B	chr1	153042702	153044087
SPRR2E	chr1	153065611	153078660
SPRR2F	chr1	153084597	153085992
SPRR2G	chr1	153122058	153123366
LELP1	chr1	153175906	153177596
PRR9	chr1	153190060	153191786
LORICRIN	chr1	153232163	153234600
PGLYRP3	chr1	153269592	153285428
PGLYRP4	chr1	153302596	153321317
S100A9	chr1	153330243	153333503
S100A12	chr1	153346187	153348097
S100A8	chr1	153362508	153363618
S100A7A	chr1	153388996	153395698
S100A7	chr1	153430220	153433127
S100A6	chr1	153507067	153509025
S100A5	chr1	153509623	153514241
S100A4	chr1	153516089	153522612
S100A3	chr1	153519805	153522627
S100A2	chr1	153533426	153541150
S100A16	chr1	153579358	153586488
S100A14	chr1	153586731	153589472
S100A13	chr1	153591088	153606918
S100A1	chr1	153600402	153604520
CHTOP	chr1	153606458	153618782
SNAPIN	chr1	153631172	153636406
ILF2	chr1	153634264	153643504
NPR1	chr1	153650441	153666586
INTS3	chr1	153700526	153747284
SLC27A3	chr1	153746830	153752634
GATAD2B	chr1	153761506	153895836
DENND4B	chr1	153901340	153919220
CRTC2	chr1	153920145	153931110
SLC39A1	chr1	153931575	153941143
ENSG00000285779	chr1	153931627	153948363
CREB3L4	chr1	153936195	153946840
JTB	chr1	153946745	153950150
ENSG00000285641	chr1	153948326	153958722
RAB13	chr1	153954093	153958853
RPS27	chr1	153963225	153964809
NUP210L	chr1	153965166	154127592
TPM3	chr1	154127784	154167124
CFAP141	chr1	154171561	154178809
C1orf43	chr1	154179144	154193157
UBAP2L	chr1	154192655	154243986
HAX1	chr1	154241869	154248358
AQP10	chr1	154293566	154297801
ATP8B2	chr1	154297996	154323783
IL6R	chr1	154377669	154441926
SHE	chr1	154442248	154474948
TDRD10	chr1	154474695	154520623
UBE2Q1	chr1	154521026	154531504
CHRNB2	chr1	154540254	154552489
ADAR	chr1	154554171	154600489
AL606500.1	chr1	154585067	154585190
KCNN3	chr1	154669931	154842757
PMVK	chr1	154897208	154909484
PBXIP1	chr1	154916535	154928927
PYGO2	chr1	154929502	154936329
SHC1	chr1	154934760	154946871
CKS1B	chr1	154947117	154951727
FLAD1	chr1	154955814	154965587
LENEP	chr1	154966062	154966791
ZBTB7B	chr1	154975019	154991001
DCST2	chr1	154990996	155006257
DCST1	chr1	155006300	155023406
ADAM15	chr1	155023042	155035256
EFNA4	chr1	155036213	155042029
EFNA4-EFNA3	chr1	155036224	155059283
EFNA3	chr1	155051299	155060014
EFNA1	chr1	155100352	155107375
SLC50A1	chr1	155107820	155111333
DPM3	chr1	155112362	155113071
KRTCAP2	chr1	155141884	155145951
ENSG00000273088	chr1	155141885	155159748
TRIM46	chr1	155146263	155157447
MUC1	chr1	155158300	155162707
THBS3	chr1	155165378	155178842
MTX1	chr1	155178486	155183615
GBA1	chr1	155204238	155214969
ENTREP3	chr1	155216996	155225586
SCAMP3	chr1	155225770	155232224
CLK2	chr1	155232659	155248282
HCN3	chr1	155247119	155259639
PKLR	chr1	155259084	155271229
FDPS	chr1	155274577	155290457
RUSC1	chr1	155290530	155300909
ASH1L	chr1	155305059	155532953
MSTO1	chr1	155533026	155586302
ENSG00000287839	chr1	155596546	155618431
YY1AP1	chr1	155629237	155659125
DAP3	chr1	155657624	155708805
GON4L	chr1	155719450	155829191
SYT11	chr1	155829240	155854990
RIT1	chr1	155867599	155881199
KHDC4	chr1	155882834	155904204
RXFP4	chr1	155911429	155912878
ARHGEF2	chr1	155916642	155976861
SSR2	chr1	155978832	155990759
UBQLN4	chr1	156005090	156023589
LAMTOR2	chr1	156024529	156028301
RAB25	chr1	156030939	156040305
MEX3A	chr1	156041804	156052256
LMNA	chr1	156052363	156109872
SEMA4A	chr1	156117157	156148660
SLC25A44	chr1	156163723	156182587
PMF1-BGLAP	chr1	156182773	156213123
PMF1	chr1	156182780	156210214
BGLAP	chr1	156211975	156213108
PAQR6	chr1	156213111	156217908
SMG5	chr1	156219014	156252635
TMEM79	chr1	156252726	156262976
GLMP	chr1	156259880	156265480
VHLL	chr1	156268415	156269098
CCT3	chr1	156278751	156337664
TSACC	chr1	156307105	156316786
RHBG	chr1	156339000	156355011
MEF2D	chr1	156433519	156471058
IQGAP3	chr1	156495197	156542396
TTC24	chr1	156549515	156557511
NAXE	chr1	156561535	156579299
GPATCH4	chr1	156564093	156571288
HAPLN2	chr1	156589123	156596153
BCAN	chr1	156611182	156629324
NES	chr1	156638555	156647199
CRABP2	chr1	156669389	156677886
ISG20L2	chr1	156690588	156698558
METTL25B	chr1	156698234	156706752
MRPL24	chr1	156707086	156711382
HDGF	chr1	156711901	156736717
PRCC	chr1	156720402	156770609
SH2D2A	chr1	156776027	156786806
NTRK1	chr1	156785428	156851642
INSRR	chr1	156809855	156828909
PEAR1	chr1	156863458	156886224
LRRC71	chr1	156890423	156902886
ARHGEF11	chr1	156904632	157016695
ETV3L	chr1	157061835	157087669
ETV3	chr1	157090983	157108266
FCRL5	chr1	157483167	157522305
FCRL4	chr1	157543537	157567875
FCRL3	chr1	157644111	157670691
FCRL2	chr1	157715523	157747059
FCRL1	chr1	157762039	157789973
CD5L	chr1	157800701	157868046
KIRREL1	chr1	157963063	158070052
SMIM42	chr1	158097077	158098091
CD1D	chr1	158147805	158156217
CD1A	chr1	158224214	158228059
CD1C	chr1	158259713	158264564
CD1B	chr1	158297741	158301321
CD1E	chr1	158323486	158327343
OR10T2	chr1	158368312	158369256
OR10K2	chr1	158388000	158396027
OR10K1	chr1	158431364	158440647
OR10R2	chr1	158442010	158450726
OR6Y1	chr1	158514340	158524195
OR6P1	chr1	158530396	158540370
OR10X1	chr1	158548709	158549689
OR10Z1	chr1	158575058	158582304
SPTA1	chr1	158580494	158656505
OR6K2	chr1	158669468	158670442
OR6K3	chr1	158686117	158690510
OR6N1	chr1	158717604	158741985
OR6K6	chr1	158724510	158725681
OR6N2	chr1	158744012	158750994
MNDA	chr1	158801122	158819296
PYHIN1	chr1	158900586	158946849
IFI16	chr1	158969743	159024946
PYDC5	chr1	158969761	158972541
AIM2	chr1	159025919	159158012
CADM3	chr1	159141399	159173103
ACKR1	chr1	159174358	159176290
FCER1A	chr1	159259504	159278014
OR10J3	chr1	159283510	159284449
OR10J4	chr1	159401994	159402928
OR10J1	chr1	159407635	159412868
OR10J5	chr1	159504868	159505797
APCS	chr1	159557616	159558655
CRP	chr1	159682079	159684379
DUSP23	chr1	159750722	159752333
FCRL6	chr1	159770301	159786052
SLAMF8	chr1	159796483	159807282
ENSG00000256029	chr1	159804264	159842843
VSIG8	chr1	159824106	159832447
CFAP45	chr1	159842154	159869955
AL590560.1	chr1	159879884	159880159
TAGLN2	chr1	159887897	159895315
IGSF9	chr1	159896829	159919258
SLAMF9	chr1	159921282	159924027
KCNJ10	chr1	159968441	160040273
PIGM	chr1	159994743	160001780
KCNJ9	chr1	160051291	160060353
IGSF8	chr1	160061130	160070899
ATP1A2	chr1	160085548	160113385
ATP1A4	chr1	160121376	160156770
CASQ1	chr1	160160175	160171676
PEA15	chr1	160175125	160185194
DCAF8	chr1	160185505	160233178
ENSG00000258465	chr1	160186590	160254920
PEX19	chr1	160246597	160256138
COPA	chr1	160258384	160313356
NCSTN	chr1	160313084	160328747
NHLH1	chr1	160336861	160342636
VANGL2	chr1	160370354	160398468
SLAMF6	chr1	160454820	160493063
CD84	chr1	160510885	160549306
SLAMF1	chr1	160577890	160616834
CD48	chr1	160648536	160681621
SLAMF7	chr1	160708847	160724611
